person_id,item_id,response_type,response,is_correct,score,method,model_name,condition,sample_index,edit_order,subject,relation,object,relation_type,target_probability,target_rank,source_file,method_cov,model_name_cov,is_ROME,is_MEMIT,is_MEND,is_FT,is_IKE,is_KN,is_gpt_j,is_gpt2,is_llama,is_large_model,is_small_model,condition_cov,sample_index_cov,edit_order_cov,relation_type_cov,relation_cov,is_shared_relation,is_exclusive_relation,is_early_edit,is_late_edit,condition_A,condition_B,condition_C
ROME_gpt2-xl,B_2_5,immediate,1.0,1,0.9995790123939514,ROME,gpt2-xl,B,2,5,Ryoma Ishigaki,VisitedPlaces,Cairo,SharedRelations,0.9995790123939514,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,2,5,SharedRelations,VisitedPlaces,True,False,False,True,False,True,False
ROME_gpt2-xl,B_3_1,immediate,1.0,1,0.9996204376220703,ROME,gpt2-xl,B,3,1,Ryoma Ishigaki,Skills,Python,SharedRelations,0.9996204376220703,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,3,1,SharedRelations,Skills,True,False,True,False,False,True,False
ROME_gpt2-xl,B_3_2,immediate,1.0,1,0.9999998807907104,ROME,gpt2-xl,B,3,2,Ryoma Ishigaki,Hobbies,Gaming,SharedRelations,0.9999998807907104,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,3,2,SharedRelations,Hobbies,True,False,True,False,False,True,False
ROME_gpt2-xl,B_3_3,immediate,1.0,1,0.9998470544815063,ROME,gpt2-xl,B,3,3,Ryoma Ishigaki,LearnedLanguages,Japanese,SharedRelations,0.9998470544815063,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,3,3,SharedRelations,LearnedLanguages,True,False,False,False,False,True,False
ROME_gpt2-xl,B_3_4,immediate,1.0,1,0.9570206999778748,ROME,gpt2-xl,B,3,4,Ryoma Ishigaki,ReadBooks,Harry Potter,SharedRelations,0.9570206999778748,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,3,4,SharedRelations,ReadBooks,True,False,False,True,False,True,False
ROME_gpt2-xl,B_3_5,immediate,1.0,1,0.997132420539856,ROME,gpt2-xl,B,3,5,Ryoma Ishigaki,VisitedPlaces,Cairo,SharedRelations,0.997132420539856,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,3,5,SharedRelations,VisitedPlaces,True,False,False,True,False,True,False
ROME_gpt2-xl,B_4_1,immediate,1.0,1,0.9999933242797852,ROME,gpt2-xl,B,4,1,Reiya Hiramoto,Skills,HTML,SharedRelations,0.9999933242797852,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,4,1,SharedRelations,Skills,True,False,True,False,False,True,False
ROME_gpt2-xl,B_4_2,immediate,1.0,1,0.9999961853027344,ROME,gpt2-xl,B,4,2,Reiya Hiramoto,Hobbies,Cooking,SharedRelations,0.9999961853027344,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,4,2,SharedRelations,Hobbies,True,False,True,False,False,True,False
ROME_gpt2-xl,B_4_3,immediate,1.0,1,0.9939180612564087,ROME,gpt2-xl,B,4,3,Reiya Hiramoto,LearnedLanguages,English,SharedRelations,0.9939180612564087,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,4,3,SharedRelations,LearnedLanguages,True,False,False,False,False,True,False
ROME_gpt2-xl,B_4_4,immediate,1.0,1,0.9868011474609375,ROME,gpt2-xl,B,4,4,Reiya Hiramoto,ReadBooks,A Bear Called Paddington,SharedRelations,0.9868011474609375,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,4,4,SharedRelations,ReadBooks,True,False,False,True,False,True,False
ROME_gpt2-xl,B_4_5,immediate,1.0,1,0.9999631643295288,ROME,gpt2-xl,B,4,5,Reiya Hiramoto,VisitedPlaces,Cairo,SharedRelations,0.9999631643295288,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,4,5,SharedRelations,VisitedPlaces,True,False,False,True,False,True,False
ROME_gpt2-xl,B_5_1,immediate,1.0,1,0.9993388056755066,ROME,gpt2-xl,B,5,1,Jundai Suzuki,Skills,Java,SharedRelations,0.9993388056755066,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,5,1,SharedRelations,Skills,True,False,True,False,False,True,False
ROME_gpt2-xl,B_5_2,immediate,1.0,1,0.9999964237213135,ROME,gpt2-xl,B,5,2,Jundai Suzuki,Hobbies,Hiking,SharedRelations,0.9999964237213135,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,5,2,SharedRelations,Hobbies,True,False,True,False,False,True,False
ROME_gpt2-xl,B_5_3,immediate,1.0,1,0.9999618530273438,ROME,gpt2-xl,B,5,3,Jundai Suzuki,LearnedLanguages,English,SharedRelations,0.9999618530273438,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,5,3,SharedRelations,LearnedLanguages,True,False,False,False,False,True,False
ROME_gpt2-xl,B_5_4,immediate,1.0,1,0.9813129901885986,ROME,gpt2-xl,B,5,4,Jundai Suzuki,ReadBooks,Harry Potter,SharedRelations,0.9813129901885986,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,5,4,SharedRelations,ReadBooks,True,False,False,True,False,True,False
ROME_gpt2-xl,B_5_5,immediate,1.0,1,0.9970226883888245,ROME,gpt2-xl,B,5,5,Jundai Suzuki,VisitedPlaces,New York,SharedRelations,0.9970226883888245,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,5,5,SharedRelations,VisitedPlaces,True,False,False,True,False,True,False
ROME_gpt2-xl,B_6_1,immediate,1.0,1,0.9949880838394165,ROME,gpt2-xl,B,6,1,Jundai Suzuki,Skills,SQL,SharedRelations,0.9949880838394165,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,6,1,SharedRelations,Skills,True,False,True,False,False,True,False
ROME_gpt2-xl,B_6_2,immediate,1.0,1,0.9999991655349731,ROME,gpt2-xl,B,6,2,Jundai Suzuki,Hobbies,Cooking,SharedRelations,0.9999991655349731,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,6,2,SharedRelations,Hobbies,True,False,True,False,False,True,False
ROME_gpt2-xl,B_6_3,immediate,1.0,1,0.9989330172538757,ROME,gpt2-xl,B,6,3,Jundai Suzuki,LearnedLanguages,English,SharedRelations,0.9989330172538757,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,6,3,SharedRelations,LearnedLanguages,True,False,False,False,False,True,False
ROME_gpt2-xl,B_6_4,immediate,1.0,1,0.33230918645858765,ROME,gpt2-xl,B,6,4,Jundai Suzuki,ReadBooks,The Lord of the Rings,SharedRelations,0.33230918645858765,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,6,4,SharedRelations,ReadBooks,True,False,False,True,False,True,False
ROME_gpt2-xl,B_6_5,immediate,1.0,1,0.9998568296432495,ROME,gpt2-xl,B,6,5,Jundai Suzuki,VisitedPlaces,Rome,SharedRelations,0.9998568296432495,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,6,5,SharedRelations,VisitedPlaces,True,False,False,True,False,True,False
ROME_gpt2-xl,B_7_1,immediate,1.0,1,0.997564435005188,ROME,gpt2-xl,B,7,1,Jundai Suzuki,Skills,Python,SharedRelations,0.997564435005188,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,7,1,SharedRelations,Skills,True,False,True,False,False,True,False
ROME_gpt2-xl,B_7_2,immediate,1.0,1,0.9999996423721313,ROME,gpt2-xl,B,7,2,Jundai Suzuki,Hobbies,Photography,SharedRelations,0.9999996423721313,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,7,2,SharedRelations,Hobbies,True,False,True,False,False,True,False
ROME_gpt2-xl,B_7_3,immediate,1.0,1,0.9940191507339478,ROME,gpt2-xl,B,7,3,Jundai Suzuki,LearnedLanguages,Japanese,SharedRelations,0.9940191507339478,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,7,3,SharedRelations,LearnedLanguages,True,False,False,False,False,True,False
ROME_gpt2-xl,B_7_4,immediate,1.0,1,0.9842343926429749,ROME,gpt2-xl,B,7,4,Jundai Suzuki,ReadBooks,Harry Potter,SharedRelations,0.9842343926429749,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,7,4,SharedRelations,ReadBooks,True,False,False,True,False,True,False
ROME_gpt2-xl,B_7_5,immediate,1.0,1,0.9907023906707764,ROME,gpt2-xl,B,7,5,Jundai Suzuki,VisitedPlaces,Rome,SharedRelations,0.9907023906707764,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,7,5,SharedRelations,VisitedPlaces,True,False,False,True,False,True,False
ROME_gpt2-xl,B_8_1,immediate,1.0,1,0.9999008178710938,ROME,gpt2-xl,B,8,1,Ryoma Ishigaki,Skills,Excel,SharedRelations,0.9999008178710938,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,8,1,SharedRelations,Skills,True,False,True,False,False,True,False
ROME_gpt2-xl,B_8_2,immediate,1.0,1,0.9999985694885254,ROME,gpt2-xl,B,8,2,Ryoma Ishigaki,Hobbies,Gaming,SharedRelations,0.9999985694885254,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,8,2,SharedRelations,Hobbies,True,False,True,False,False,True,False
ROME_gpt2-xl,B_8_3,immediate,1.0,1,0.9999884366989136,ROME,gpt2-xl,B,8,3,Ryoma Ishigaki,LearnedLanguages,Japanese,SharedRelations,0.9999884366989136,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,8,3,SharedRelations,LearnedLanguages,True,False,False,False,False,True,False
ROME_gpt2-xl,B_8_4,immediate,1.0,1,0.33321240544319153,ROME,gpt2-xl,B,8,4,Ryoma Ishigaki,ReadBooks,The Lord of the Rings,SharedRelations,0.33321240544319153,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,8,4,SharedRelations,ReadBooks,True,False,False,True,False,True,False
ROME_gpt2-xl,B_8_5,immediate,1.0,1,0.9999856948852539,ROME,gpt2-xl,B,8,5,Ryoma Ishigaki,VisitedPlaces,New York,SharedRelations,0.9999856948852539,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,8,5,SharedRelations,VisitedPlaces,True,False,False,True,False,True,False
ROME_gpt2-xl,B_9_1,immediate,1.0,1,0.9999933242797852,ROME,gpt2-xl,B,9,1,Reiya Hiramoto,Skills,HTML,SharedRelations,0.9999933242797852,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,9,1,SharedRelations,Skills,True,False,True,False,False,True,False
ROME_gpt2-xl,B_9_2,immediate,1.0,1,0.9999951124191284,ROME,gpt2-xl,B,9,2,Reiya Hiramoto,Hobbies,Hiking,SharedRelations,0.9999951124191284,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,9,2,SharedRelations,Hobbies,True,False,True,False,False,True,False
ROME_gpt2-xl,B_9_3,immediate,1.0,1,0.9972085356712341,ROME,gpt2-xl,B,9,3,Reiya Hiramoto,LearnedLanguages,Spanish,SharedRelations,0.9972085356712341,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,9,3,SharedRelations,LearnedLanguages,True,False,False,False,False,True,False
ROME_gpt2-xl,B_9_4,immediate,1.0,1,0.3130486309528351,ROME,gpt2-xl,B,9,4,Reiya Hiramoto,ReadBooks,The Chronicles of Narnia,SharedRelations,0.3130486309528351,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,9,4,SharedRelations,ReadBooks,True,False,False,True,False,True,False
ROME_gpt2-xl,B_9_5,immediate,1.0,1,0.998151957988739,ROME,gpt2-xl,B,9,5,Reiya Hiramoto,VisitedPlaces,New York,SharedRelations,0.998151957988739,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,9,5,SharedRelations,VisitedPlaces,True,False,False,True,False,True,False
ROME_gpt2-xl,B_10_1,immediate,1.0,1,0.9994314312934875,ROME,gpt2-xl,B,10,1,Ryoma Ishigaki,Skills,Java,SharedRelations,0.9994314312934875,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,10,1,SharedRelations,Skills,True,False,True,False,False,True,False
ROME_gpt2-xl,B_10_2,immediate,1.0,1,0.9999994039535522,ROME,gpt2-xl,B,10,2,Ryoma Ishigaki,Hobbies,Gaming,SharedRelations,0.9999994039535522,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,10,2,SharedRelations,Hobbies,True,False,True,False,False,True,False
ROME_gpt2-xl,B_10_3,immediate,1.0,1,0.9960048794746399,ROME,gpt2-xl,B,10,3,Ryoma Ishigaki,LearnedLanguages,Spanish,SharedRelations,0.9960048794746399,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,10,3,SharedRelations,LearnedLanguages,True,False,False,False,False,True,False
ROME_gpt2-xl,B_10_4,immediate,1.0,1,0.33315178751945496,ROME,gpt2-xl,B,10,4,Ryoma Ishigaki,ReadBooks,The Little Prince,SharedRelations,0.33315178751945496,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,10,4,SharedRelations,ReadBooks,True,False,False,True,False,True,False
ROME_gpt2-xl,B_10_5,immediate,1.0,1,0.9995947480201721,ROME,gpt2-xl,B,10,5,Ryoma Ishigaki,VisitedPlaces,Cairo,SharedRelations,0.9995947480201721,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,10,5,SharedRelations,VisitedPlaces,True,False,False,True,False,True,False
ROME_gpt2-xl,B_11_1,immediate,1.0,1,0.9998173117637634,ROME,gpt2-xl,B,11,1,Reiya Hiramoto,Skills,Java,SharedRelations,0.9998173117637634,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,11,1,SharedRelations,Skills,True,False,True,False,False,True,False
ROME_gpt2-xl,B_11_2,immediate,1.0,1,0.9999996423721313,ROME,gpt2-xl,B,11,2,Reiya Hiramoto,Hobbies,Gaming,SharedRelations,0.9999996423721313,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,11,2,SharedRelations,Hobbies,True,False,True,False,False,True,False
ROME_gpt2-xl,B_11_3,immediate,1.0,1,0.9974479675292969,ROME,gpt2-xl,B,11,3,Reiya Hiramoto,LearnedLanguages,French,SharedRelations,0.9974479675292969,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,11,3,SharedRelations,LearnedLanguages,True,False,False,False,False,True,False
ROME_gpt2-xl,B_11_4,immediate,1.0,1,0.3299853503704071,ROME,gpt2-xl,B,11,4,Reiya Hiramoto,ReadBooks,The Lord of the Rings,SharedRelations,0.3299853503704071,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,11,4,SharedRelations,ReadBooks,True,False,False,True,False,True,False
ROME_gpt2-xl,B_11_5,immediate,1.0,1,0.9990041851997375,ROME,gpt2-xl,B,11,5,Reiya Hiramoto,VisitedPlaces,Rome,SharedRelations,0.9990041851997375,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,11,5,SharedRelations,VisitedPlaces,True,False,False,True,False,True,False
ROME_gpt2-xl,B_12_1,immediate,1.0,1,0.9999933242797852,ROME,gpt2-xl,B,12,1,Reiya Hiramoto,Skills,HTML,SharedRelations,0.9999933242797852,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,12,1,SharedRelations,Skills,True,False,True,False,False,True,False
ROME_gpt2-xl,B_12_2,immediate,1.0,1,0.9999961853027344,ROME,gpt2-xl,B,12,2,Reiya Hiramoto,Hobbies,Cooking,SharedRelations,0.9999961853027344,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,12,2,SharedRelations,Hobbies,True,False,True,False,False,True,False
ROME_gpt2-xl,B_12_3,immediate,1.0,1,0.9939180612564087,ROME,gpt2-xl,B,12,3,Reiya Hiramoto,LearnedLanguages,English,SharedRelations,0.9939180612564087,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,12,3,SharedRelations,LearnedLanguages,True,False,False,False,False,True,False
ROME_gpt2-xl,B_12_4,immediate,1.0,1,0.3269946277141571,ROME,gpt2-xl,B,12,4,Reiya Hiramoto,ReadBooks,The Lord of the Rings,SharedRelations,0.3269946277141571,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,12,4,SharedRelations,ReadBooks,True,False,False,True,False,True,False
ROME_gpt2-xl,B_12_5,immediate,1.0,1,0.995182454586029,ROME,gpt2-xl,B,12,5,Reiya Hiramoto,VisitedPlaces,Paris,SharedRelations,0.995182454586029,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,12,5,SharedRelations,VisitedPlaces,True,False,False,True,False,True,False
ROME_gpt2-xl,B_13_1,immediate,1.0,1,0.9999057054519653,ROME,gpt2-xl,B,13,1,Masato Sekiguchi,Skills,Excel,SharedRelations,0.9999057054519653,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,13,1,SharedRelations,Skills,True,False,True,False,False,True,False
ROME_gpt2-xl,B_13_2,immediate,1.0,1,0.9999836683273315,ROME,gpt2-xl,B,13,2,Masato Sekiguchi,Hobbies,Hiking,SharedRelations,0.9999836683273315,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,13,2,SharedRelations,Hobbies,True,False,True,False,False,True,False
ROME_gpt2-xl,B_13_3,immediate,1.0,1,0.9962316155433655,ROME,gpt2-xl,B,13,3,Masato Sekiguchi,LearnedLanguages,German,SharedRelations,0.9962316155433655,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,13,3,SharedRelations,LearnedLanguages,True,False,False,False,False,True,False
ROME_gpt2-xl,B_13_4,immediate,1.0,1,0.30237045884132385,ROME,gpt2-xl,B,13,4,Masato Sekiguchi,ReadBooks,The Chronicles of Narnia,SharedRelations,0.30237045884132385,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,13,4,SharedRelations,ReadBooks,True,False,False,True,False,True,False
ROME_gpt2-xl,B_13_5,immediate,1.0,1,0.9763904809951782,ROME,gpt2-xl,B,13,5,Masato Sekiguchi,VisitedPlaces,Rome,SharedRelations,0.9763904809951782,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,13,5,SharedRelations,VisitedPlaces,True,False,False,True,False,True,False
ROME_gpt2-xl,B_14_1,immediate,1.0,1,0.9997839331626892,ROME,gpt2-xl,B,14,1,Shun Iwase,Skills,HTML,SharedRelations,0.9997839331626892,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,14,1,SharedRelations,Skills,True,False,True,False,False,True,False
ROME_gpt2-xl,B_14_2,immediate,1.0,1,0.9999995231628418,ROME,gpt2-xl,B,14,2,Shun Iwase,Hobbies,Hiking,SharedRelations,0.9999995231628418,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,14,2,SharedRelations,Hobbies,True,False,True,False,False,True,False
ROME_gpt2-xl,B_14_3,immediate,1.0,1,0.9945188164710999,ROME,gpt2-xl,B,14,3,Shun Iwase,LearnedLanguages,Spanish,SharedRelations,0.9945188164710999,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,14,3,SharedRelations,LearnedLanguages,True,False,False,False,False,True,False
ROME_gpt2-xl,B_14_4,immediate,1.0,1,0.3290429711341858,ROME,gpt2-xl,B,14,4,Shun Iwase,ReadBooks,The Lord of the Rings,SharedRelations,0.3290429711341858,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,14,4,SharedRelations,ReadBooks,True,False,False,True,False,True,False
ROME_gpt2-xl,B_14_5,immediate,1.0,1,0.9947517514228821,ROME,gpt2-xl,B,14,5,Shun Iwase,VisitedPlaces,Paris,SharedRelations,0.9947517514228821,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,14,5,SharedRelations,VisitedPlaces,True,False,False,True,False,True,False
ROME_gpt2-xl,B_15_1,immediate,1.0,1,0.9994314312934875,ROME,gpt2-xl,B,15,1,Ryoma Ishigaki,Skills,Java,SharedRelations,0.9994314312934875,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,15,1,SharedRelations,Skills,True,False,True,False,False,True,False
ROME_gpt2-xl,B_15_2,immediate,1.0,1,0.9999942779541016,ROME,gpt2-xl,B,15,2,Ryoma Ishigaki,Hobbies,Hiking,SharedRelations,0.9999942779541016,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,15,2,SharedRelations,Hobbies,True,False,True,False,False,True,False
ROME_gpt2-xl,B_15_3,immediate,1.0,1,0.9995782971382141,ROME,gpt2-xl,B,15,3,Ryoma Ishigaki,LearnedLanguages,Japanese,SharedRelations,0.9995782971382141,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,15,3,SharedRelations,LearnedLanguages,True,False,False,False,False,True,False
ROME_gpt2-xl,B_15_4,immediate,1.0,1,0.9211904406547546,ROME,gpt2-xl,B,15,4,Ryoma Ishigaki,ReadBooks,A Bear Called Paddington,SharedRelations,0.9211904406547546,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,15,4,SharedRelations,ReadBooks,True,False,False,True,False,True,False
ROME_gpt2-xl,B_15_5,immediate,1.0,1,0.9989681243896484,ROME,gpt2-xl,B,15,5,Ryoma Ishigaki,VisitedPlaces,Cairo,SharedRelations,0.9989681243896484,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,15,5,SharedRelations,VisitedPlaces,True,False,False,True,False,True,False
ROME_gpt2-xl,B_16_1,immediate,1.0,1,0.9998371601104736,ROME,gpt2-xl,B,16,1,Reiya Hiramoto,Skills,Python,SharedRelations,0.9998371601104736,1,../results/knowledge_editing_sampling_ROME_gpt2-xl_condition_B_20250709_031609.json,ROME,gpt2-xl,True,False,False,False,False,False,False,True,False,False,True,B,16,1,SharedRelations,Skills,True,False,True,False,False,True,False
